incident_id,tcg_stolen_gun,tcg_not_stolen_gun,tcg_ratio,IsRatioCalculated
156687,2,2,1,1
156691,1,1,1,1
156693,2,0,,0
156694,1,0,,0
156698,2,2,1,1
156711,4,0,,0
156718,4,0,,0
156719,6,0,,0
156722,2,0,,0
156723,2,2,1,1
156724,4,0,,0
156725,6,0,,0
156727,1,0,,0
156729,1,0,,0
156734,4,0,,0
156744,2,0,,0
156746,1,0,,0
156748,2,2,1,1
156755,2,2,1,1
156774,2,0,,0
156781,1,0,,0
156782,6,2,3,1
156783,2,2,1,1
156785,6,0,,0
156805,1,0,,0
156807,2,0,,0
156821,4,0,,0
156836,2,2,1,1
156846,2,0,,0
156850,4,0,,0
156858,1,0,,0
156863,4,0,,0
156895,2,0,,0
156897,4,0,,0
156904,2,0,,0
156907,2,0,,0
156910,2,0,,0
156915,2,0,,0
156917,4,2,2,1
156923,10,0,,0
156931,1,0,,0
156932,4,0,,0
156939,2,2,1,1
156962,2,0,,0
156968,2,0,,0
156985,1,0,,0
156989,2,0,,0
156993,1,0,,0
156994,2,2,1,1
156996,2,0,,0
157001,1,0,,0
157008,4,0,,0
157013,4,2,2,1
157018,2,2,1,1
157019,2,0,,0
157030,1,0,,0
157037,2,0,,0
157049,2,2,1,1
157051,2,1,2,1
157056,2,0,,0
157058,2,1,2,1
157066,2,0,,0
157073,2,0,,0
157076,2,2,1,1
157077,1,1,1,1
157093,2,0,,0
157105,2,0,,0
157124,1,0,,0
157127,2,0,,0
157136,3,0,,0
157139,2,0,,0
157154,2,2,1,1
157163,6,0,,0
157167,4,0,,0
157177,2,0,,0
157184,4,0,,0
157185,4,2,2,1
157192,2,0,,0
157195,4,0,,0
157197,1,1,1,1
157206,6,0,,0
157210,2,0,,0
157215,2,0,,0
157219,2,0,,0
157220,1,0,,0
157227,3,0,,0
157238,2,0,,0
157240,3,0,,0
157241,6,0,,0
157250,2,0,,0
157257,2,2,1,1
157261,2,2,1,1
157267,1,0,,0
157270,1,0,,0
157281,2,6,0.29999999999999999,1
157287,2,0,,0
157293,2,0,,0
157296,2,2,1,1
157300,1,1,1,1
157309,2,0,,0
157315,6,0,,0
157324,1,0,,0
157328,8,2,4,1
157329,2,0,,0
157331,12,6,2,1
157338,4,0,,0
157340,2,0,,0
157352,1,0,,0
157358,4,0,,0
157361,1,1,1,1
157386,1,0,,0
157392,2,0,,0
157395,6,0,,0
157398,4,0,,0
157407,4,0,,0
157420,2,0,,0
157432,4,0,,0
157438,1,0,,0
157451,2,2,1,1
157456,1,0,,0
157458,2,1,2,1
157463,2,0,,0
157466,4,0,,0
157467,2,0,,0
157471,2,0,,0
157477,2,0,,0
157478,4,0,,0
157479,2,0,,0
157498,1,0,,0
157513,2,0,,0
157515,2,0,,0
157540,2,0,,0
157546,1,0,,0
157556,6,0,,0
157565,2,0,,0
157566,2,0,,0
157569,2,0,,0
157572,2,0,,0
157585,1,0,,0
157588,2,0,,0
157590,4,2,2,1
157595,6,0,,0
157599,4,0,,0
157614,2,0,,0
157618,2,0,,0
157624,2,0,,0
157637,1,0,,0
157653,2,0,,0
157662,4,0,,0
157673,2,0,,0
157674,2,0,,0
157676,4,0,,0
157680,2,0,,0
157695,2,0,,0
157703,2,0,,0
157708,2,0,,0
157725,2,0,,0
157728,1,0,,0
157730,1,0,,0
157734,2,0,,0
157735,1,0,,0
157745,2,0,,0
157751,4,0,,0
157753,2,0,,0
157754,2,0,,0
157761,2,2,1,1
157762,3,0,,0
157763,12,0,,0
157764,6,0,,0
157778,2,0,,0
157782,2,0,,0
157785,2,0,,0
157788,12,0,,0
157795,1,0,,0
157811,3,2,1.5,1
157813,4,2,2,1
157814,4,0,,0
157822,2,0,,0
157823,4,2,2,1
157827,4,0,,0
157831,2,0,,0
157833,2,2,1,1
157839,6,0,,0
157843,1,0,,0
157845,2,0,,0
157851,2,0,,0
157852,8,0,,0
157861,4,0,,0
157865,1,0,,0
157866,1,1,1,1
157867,1,3,0.29999999999999999,1
157888,2,0,,0
157891,2,0,,0
157892,2,0,,0
157899,1,0,,0
157910,2,0,,0
157911,1,1,1,1
157918,2,0,,0
157919,2,2,1,1
157930,1,0,,0
157932,1,0,,0
157944,1,0,,0
157965,2,0,,0
157971,4,2,2,1
157972,2,0,,0
157973,4,0,,0
157976,4,0,,0
157977,2,0,,0
157979,2,2,1,1
157981,1,0,,0
157983,2,0,,0
157986,2,0,,0
157993,1,0,,0
157996,2,0,,0
157997,2,0,,0
158001,6,0,,0
158003,2,2,1,1
158004,2,0,,0
158010,1,0,,0
158013,2,0,,0
158035,1,0,,0
158045,1,0,,0
158048,6,0,,0
158056,2,0,,0
158057,2,0,,0
158080,2,0,,0
158082,1,0,,0
158084,2,0,,0
158094,4,0,,0
158095,2,0,,0
158105,2,0,,0
158106,1,0,,0
158116,1,0,,0
158139,10,0,,0
158141,1,0,,0
158146,2,0,,0
158152,16,2,8,1
158155,2,0,,0
158157,2,0,,0
158160,2,0,,0
158166,2,0,,0
158168,2,1,2,1
158173,1,0,,0
158177,2,0,,0
158198,3,0,,0
158201,2,8,0.20000000000000001,1
158202,2,0,,0
158211,4,0,,0
158217,2,0,,0
158219,4,0,,0
158223,6,0,,0
158226,1,0,,0
158229,15,0,,0
158230,2,0,,0
158231,1,0,,0
158236,1,0,,0
158237,1,0,,0
158239,1,0,,0
158242,4,0,,0
158251,1,0,,0
158258,4,0,,0
158275,4,2,2,1
158279,2,2,1,1
158280,10,0,,0
158282,4,2,2,1
158283,1,0,,0
158285,2,0,,0
158293,1,1,1,1
158304,1,0,,0
158305,2,0,,0
158311,2,0,,0
158315,2,0,,0
158322,1,0,,0
158332,2,0,,0
158338,2,0,,0
158346,2,0,,0
158347,1,0,,0
158350,2,0,,0
158352,6,0,,0
158366,2,0,,0
158369,2,2,1,1
158382,2,0,,0
158384,2,0,,0
158401,4,0,,0
158403,2,0,,0
158425,1,0,,0
158428,6,0,,0
158444,4,0,,0
158452,2,0,,0
158456,2,1,2,1
158457,2,0,,0
158467,2,0,,0
158468,1,1,1,1
158471,1,0,,0
158473,4,0,,0
158474,4,0,,0
158475,6,0,,0
158481,2,0,,0
158485,2,0,,0
158497,28,12,2.2999999999999998,1
158504,1,1,1,1
158518,2,2,1,1
158519,2,1,2,1
158520,1,0,,0
158529,2,2,1,1
158542,2,0,,0
158549,2,0,,0
158552,2,0,,0
158553,4,0,,0
158557,4,2,2,1
158558,1,0,,0
158563,1,0,,0
158569,2,0,,0
158573,2,0,,0
158588,1,0,,0
158592,2,0,,0
158595,2,0,,0
158601,1,1,1,1
158603,1,0,,0
158604,2,0,,0
158607,2,1,2,1
158610,1,0,,0
158611,2,0,,0
158613,2,0,,0
158614,4,0,,0
158617,1,1,1,1
158624,2,0,,0
158631,2,0,,0
158640,2,0,,0
158657,2,0,,0
158659,2,0,,0
158668,2,0,,0
158671,2,0,,0
158672,2,2,1,1
158677,2,0,,0
158691,3,0,,0
158695,2,0,,0
158699,2,4,0.5,1
158711,2,0,,0
158712,2,0,,0
158726,2,2,1,1
158740,2,0,,0
158747,4,0,,0
158748,4,0,,0
158755,2,0,,0
158757,6,0,,0
158761,12,0,,0
158762,2,0,,0
158764,2,0,,0
158775,1,0,,0
158780,2,0,,0
158785,1,0,,0
158789,6,2,3,1
158792,3,3,1,1
158796,2,0,,0
158800,2,0,,0
158810,2,0,,0
158811,2,0,,0
158821,2,0,,0
158825,2,0,,0
158839,1,0,,0
158844,2,0,,0
158857,4,2,2,1
158858,1,0,,0
158864,4,0,,0
158868,1,0,,0
158873,4,0,,0
158874,1,0,,0
158903,1,0,,0
158905,2,0,,0
158910,2,0,,0
158930,6,0,,0
158931,8,0,,0
158932,4,0,,0
158940,6,0,,0
158941,2,0,,0
158955,2,0,,0
158976,2,2,1,1
158980,1,0,,0
158981,1,0,,0
158987,2,0,,0
158989,8,0,,0
158997,3,0,,0
158998,1,0,,0
159010,2,1,2,1
159017,2,0,,0
159018,1,0,,0
159027,2,2,1,1
159030,1,0,,0
159040,1,0,,0
159046,4,0,,0
159050,4,0,,0
159051,2,0,,0
159058,1,0,,0
159063,1,0,,0
159071,4,0,,0
159072,2,0,,0
159083,2,0,,0
159093,2,0,,0
159101,1,0,,0
159102,3,0,,0
159105,2,0,,0
159106,1,0,,0
159116,4,0,,0
159146,2,0,,0
159150,4,0,,0
159151,4,2,2,1
159162,1,2,0.5,1
159173,2,0,,0
159175,2,12,0.20000000000000001,1
159177,8,2,4,1
159178,20,6,3.2999999999999998,1
159180,2,0,,0
159182,4,2,2,1
159184,2,0,,0
159190,2,0,,0
159191,8,6,1.3,1
159205,1,0,,0
159210,1,0,,0
159213,1,0,,0
159219,2,0,,0
159220,1,0,,0
159221,2,0,,0
159234,2,0,,0
159235,2,0,,0
159236,2,0,,0
159241,1,0,,0
159242,2,0,,0
159244,6,0,,0
159249,1,0,,0
159251,2,2,1,1
159261,3,0,,0
159262,2,0,,0
159269,2,0,,0
159273,1,0,,0
159278,4,0,,0
159291,6,0,,0
159293,4,4,1,1
159302,4,0,,0
159308,6,0,,0
159310,2,1,2,1
159321,1,0,,0
159322,12,0,,0
159324,2,0,,0
159327,4,2,2,1
159339,2,0,,0
159344,2,0,,0
159345,4,0,,0
159349,2,2,1,1
159366,4,0,,0
159369,1,0,,0
159370,8,6,1.3,1
159377,2,0,,0
159382,3,0,,0
159388,2,2,1,1
159410,2,4,0.5,1
159413,6,0,,0
159433,1,1,1,1
159436,2,0,,0
159437,2,0,,0
159452,2,0,,0
159459,2,2,1,1
159475,2,0,,0
159482,2,0,,0
159508,2,0,,0
159515,2,0,,0
159520,8,0,,0
159529,2,0,,0
159536,3,0,,0
159537,2,2,1,1
159552,1,0,,0
159553,2,0,,0
159566,2,2,1,1
159574,2,0,,0
159584,2,0,,0
159589,3,0,,0
159598,1,0,,0
159611,6,0,,0
159625,1,0,,0
159633,2,0,,0
159637,2,2,1,1
159640,2,0,,0
159643,2,0,,0
159656,1,0,,0
159657,1,0,,0
159658,2,2,1,1
159662,2,0,,0
159668,1,0,,0
159670,12,0,,0
159680,2,0,,0
159688,1,0,,0
159692,2,0,,0
159702,1,0,,0
159704,1,0,,0
159725,1,0,,0
159752,1,1,1,1
159753,2,2,1,1
159759,3,0,,0
159764,1,0,,0
159766,1,0,,0
159770,4,0,,0
159774,3,0,,0
159775,2,0,,0
159785,2,0,,0
159793,2,0,,0
159809,2,0,,0
159820,1,0,,0
159830,2,0,,0
159834,2,0,,0
159838,2,0,,0
159845,2,0,,0
159864,2,0,,0
159865,2,0,,0
159866,2,0,,0
159875,1,0,,0
159876,1,1,1,1
159897,1,0,,0
159910,2,0,,0
159911,1,2,0.5,1
159917,2,0,,0
159919,14,0,,0
159920,4,0,,0
159926,2,0,,0
159927,2,0,,0
159935,4,0,,0
159950,1,0,,0
159958,2,0,,0
159968,2,2,1,1
159986,2,0,,0
160001,1,0,,0
160005,2,0,,0
160010,1,0,,0
160027,2,0,,0
160035,4,0,,0
160050,2,2,1,1
160052,2,0,,0
160063,2,2,1,1
160070,2,0,,0
160074,4,0,,0
160075,4,0,,0
160080,1,0,,0
160088,4,2,2,1
160096,6,4,1.5,1
160105,1,0,,0
160107,2,2,1,1
160109,2,0,,0
160117,1,0,,0
160133,2,0,,0
160134,1,0,,0
160147,1,0,,0
160148,1,0,,0
160151,2,2,1,1
160152,4,0,,0
160180,1,0,,0
160199,2,2,1,1
160206,1,0,,0
160215,1,0,,0
160227,3,0,,0
160233,1,0,,0
160237,2,0,,0
160242,2,0,,0
160253,2,4,0.5,1
160256,6,2,3,1
160277,14,0,,0
160288,1,0,,0
160305,2,0,,0
160320,2,0,,0
160322,6,0,,0
160324,2,0,,0
160346,2,2,1,1
160356,2,0,,0
160358,2,0,,0
160364,4,0,,0
160365,4,0,,0
160366,1,0,,0
160372,12,2,6,1
160375,4,2,2,1
160381,2,2,1,1
160423,2,0,,0
160425,2,0,,0
160438,2,0,,0
160440,1,0,,0
160444,6,0,,0
160448,12,0,,0
160469,4,0,,0
160476,2,0,,0
160477,20,2,10,1
160479,2,1,2,1
160481,4,0,,0
160484,2,0,,0
160488,2,0,,0
160489,1,0,,0
160490,2,0,,0
160496,6,0,,0
160499,8,0,,0
160506,2,0,,0
160507,2,0,,0
160510,2,0,,0
160518,4,0,,0
160522,2,0,,0
160523,2,0,,0
160524,4,0,,0
160533,2,0,,0
160537,2,0,,0
160549,2,0,,0
160551,3,0,,0
160552,5,0,,0
160561,2,0,,0
160564,2,0,,0
160568,2,0,,0
160571,1,0,,0
160572,4,0,,0
160576,4,0,,0
160583,4,0,,0
160591,4,0,,0
160597,2,2,1,1
160600,4,0,,0
160602,4,0,,0
160606,2,0,,0
160608,6,0,,0
160612,2,0,,0
160613,4,2,2,1
160616,2,0,,0
160626,2,0,,0
160627,1,0,,0
160629,2,2,1,1
160635,2,0,,0
160642,2,0,,0
160643,2,0,,0
160649,2,0,,0
160651,2,0,,0
160653,2,0,,0
160659,3,3,1,1
160662,2,0,,0
160674,6,4,1.5,1
160677,6,2,3,1
160678,2,0,,0
160681,1,0,,0
160692,2,0,,0
160695,2,2,1,1
160696,2,0,,0
160701,2,2,1,1
160702,2,0,,0
160705,1,0,,0
160706,4,0,,0
160714,2,0,,0
160720,3,0,,0
160724,2,0,,0
160729,1,0,,0
160732,4,0,,0
160743,2,0,,0
160753,6,0,,0
160757,1,0,,0
160758,4,0,,0
160762,4,0,,0
160763,4,0,,0
160769,4,0,,0
160776,2,2,1,1
160781,2,0,,0
160782,2,0,,0
160788,2,0,,0
160791,2,2,1,1
160796,4,2,2,1
160797,1,1,1,1
160801,2,0,,0
160809,2,0,,0
160817,6,6,1,1
160831,3,0,,0
160843,2,0,,0
160848,2,0,,0
160853,1,0,,0
160861,4,2,2,1
160862,2,0,,0
160865,6,3,2,1
160874,2,0,,0
160879,2,2,1,1
160882,2,0,,0
160893,14,0,,0
160901,1,0,,0
160905,1,0,,0
160906,4,0,,0
160909,2,0,,0
160912,1,0,,0
160920,1,0,,0
160928,4,0,,0
160930,2,0,,0
160934,2,0,,0
160940,1,0,,0
160970,2,0,,0
160971,2,0,,0
160975,2,0,,0
161014,2,0,,0
161018,4,0,,0
161025,3,1,3,1
161028,4,0,,0
161033,1,0,,0
161034,1,0,,0
161035,2,0,,0
161037,1,0,,0
161038,2,0,,0
161039,1,1,1,1
161041,6,0,,0
161042,1,0,,0
161047,2,0,,0
161048,2,2,1,1
161062,2,1,2,1
161069,3,0,,0
161070,2,0,,0
161077,1,1,1,1
161081,2,0,,0
161085,6,1,6,1
161087,4,0,,0
161095,6,2,3,1
161102,6,0,,0
161106,2,0,,0
161113,4,0,,0
161116,2,0,,0
161125,1,0,,0
161132,1,0,,0
161139,2,0,,0
161140,1,0,,0
161151,4,0,,0
161153,2,0,,0
161173,2,0,,0
161174,2,0,,0
161180,2,1,2,1
161181,4,0,,0
161193,1,0,,0
161199,3,0,,0
161215,3,1,3,1
161217,3,3,1,1
161223,1,0,,0
161229,1,0,,0
161232,1,1,1,1
161239,4,0,,0
161240,6,0,,0
161241,2,0,,0
161243,6,0,,0
161249,1,0,,0
161250,1,0,,0
161252,4,0,,0
161265,2,0,,0
161277,1,0,,0
161278,2,0,,0
161282,2,0,,0
161289,1,2,0.5,1
161292,2,0,,0
161295,2,0,,0
161303,2,0,,0
161313,1,0,,0
161320,2,0,,0
161324,6,2,3,1
161335,2,0,,0
161339,1,0,,0
161341,1,0,,0
161344,4,2,2,1
161348,1,0,,0
161351,1,0,,0
161359,2,0,,0
161365,6,0,,0
161367,2,4,0.5,1
161371,1,0,,0
161372,2,0,,0
161377,1,0,,0
161392,2,0,,0
161399,4,0,,0
161402,2,0,,0
161405,4,0,,0
161408,1,1,1,1
161409,2,0,,0
161442,4,2,2,1
161446,1,0,,0
161450,2,0,,0
161469,2,0,,0
161476,7,0,,0
161482,4,0,,0
161507,3,0,,0
161514,1,0,,0
161519,2,2,1,1
161522,1,0,,0
161531,2,2,1,1
161539,1,0,,0
161542,2,0,,0
161553,2,0,,0
161555,2,2,1,1
161556,2,0,,0
161572,4,0,,0
161574,2,0,,0
161578,1,0,,0
161580,6,0,,0
161599,1,0,,0
161600,4,4,1,1
161601,3,1,3,1
161605,3,4,0.80000000000000004,1
161610,2,0,,0
161611,2,2,1,1
161614,2,0,,0
161620,2,0,,0
161628,2,2,1,1
161631,1,0,,0
161638,2,0,,0
161640,2,0,,0
161641,2,0,,0
161645,4,0,,0
161650,1,0,,0
161654,2,0,,0
161656,2,0,,0
161658,3,0,,0
161659,2,0,,0
161661,2,0,,0
161675,4,0,,0
161681,2,0,,0
161688,2,0,,0
161695,2,0,,0
161699,1,0,,0
161704,2,0,,0
161710,4,0,,0
161712,3,0,,0
161717,2,0,,0
161720,2,0,,0
161721,2,0,,0
161726,1,0,,0
161736,2,2,1,1
161739,2,0,,0
161741,6,2,3,1
161749,6,0,,0
161750,2,0,,0
161757,8,6,1.3,1
161769,2,0,,0
161778,4,0,,0
161780,2,2,1,1
161787,2,0,,0
161793,2,0,,0
161795,4,0,,0
161800,2,0,,0
161805,1,0,,0
161812,4,0,,0
161817,2,2,1,1
161824,2,0,,0
161834,2,0,,0
161844,2,2,1,1
161846,2,0,,0
161848,2,0,,0
161850,6,0,,0
161856,2,0,,0
161857,2,0,,0
161859,2,0,,0
161864,2,0,,0
161868,6,0,,0
161879,2,0,,0
161886,1,0,,0
161898,2,0,,0
161903,2,0,,0
161912,4,0,,0
161918,8,0,,0
161919,2,0,,0
161920,8,0,,0
161929,4,0,,0
161937,4,0,,0
161939,1,0,,0
161940,2,0,,0
161944,2,0,,0
161947,2,0,,0
161948,2,0,,0
161949,6,0,,0
161956,1,0,,0
161957,3,0,,0
161960,2,0,,0
161969,4,0,,0
161970,1,0,,0
161971,6,0,,0
161972,2,2,1,1
161976,3,0,,0
161978,4,0,,0
161980,2,1,2,1
161982,2,0,,0
161989,4,0,,0
161995,1,0,,0
161999,1,0,,0
162000,2,0,,0
162014,1,0,,0
162015,4,0,,0
162018,1,0,,0
162019,2,0,,0
162020,2,2,1,1
162022,2,0,,0
162027,2,2,1,1
162044,2,0,,0
162045,2,0,,0
162050,1,0,,0
162051,1,0,,0
162053,2,0,,0
162056,4,2,2,1
162061,2,0,,0
162069,2,0,,0
162073,2,0,,0
162083,2,0,,0
162097,2,0,,0
162098,2,0,,0
162099,2,0,,0
162100,2,0,,0
162101,2,0,,0
162108,2,0,,0
162109,2,0,,0
162119,2,0,,0
162120,3,0,,0
162122,4,0,,0
162123,2,0,,0
162129,2,0,,0
162131,2,2,1,1
162134,2,0,,0
162138,4,0,,0
162139,4,0,,0
162141,1,0,,0
162142,4,0,,0
162143,2,0,,0
162160,1,0,,0
162161,2,0,,0
162169,1,0,,0
162175,1,0,,0
162178,3,0,,0
162187,1,0,,0
162195,2,2,1,1
162198,2,0,,0
162203,1,0,,0
162206,2,0,,0
162208,2,0,,0
162212,2,0,,0
162214,1,0,,0
162215,1,2,0.5,1
162216,2,0,,0
162225,2,0,,0
162230,4,0,,0
162236,2,0,,0
162237,2,0,,0
162239,2,0,,0
162245,2,0,,0
162248,2,0,,0
162250,4,0,,0
162252,2,6,0.29999999999999999,1
162253,5,0,,0
162261,2,0,,0
162264,1,0,,0
162268,2,2,1,1
162270,4,0,,0
162273,2,0,,0
162274,3,1,3,1
162278,2,0,,0
162292,3,0,,0
162294,4,0,,0
162312,1,0,,0
162324,6,0,,0
162325,6,0,,0
162328,2,1,2,1
162338,1,1,1,1
162339,8,0,,0
162341,2,0,,0
162342,1,0,,0
162345,4,0,,0
162347,4,0,,0
162348,2,0,,0
162356,3,0,,0
162360,2,0,,0
162374,1,0,,0
162390,2,0,,0
162391,6,0,,0
162394,8,0,,0
162399,2,0,,0
162405,4,2,2,1
162411,2,0,,0
162413,1,0,,0
162414,12,2,6,1
162417,2,4,0.5,1
162424,2,0,,0
162431,4,0,,0
162435,2,0,,0
162439,1,0,,0
162441,2,0,,0
162447,2,0,,0
162454,2,0,,0
162471,1,0,,0
162481,2,2,1,1
162483,6,0,,0
162484,3,0,,0
162487,2,0,,0
162488,2,0,,0
162492,1,1,1,1
162497,2,0,,0
162502,2,0,,0
162510,2,0,,0
162524,2,0,,0
162525,2,0,,0
162526,2,0,,0
162528,2,0,,0
162530,3,0,,0
162533,2,0,,0
162534,2,0,,0
162546,1,0,,0
162551,2,0,,0
162554,2,2,1,1
162556,2,0,,0
162557,6,0,,0
162563,1,0,,0
162565,1,0,,0
162582,2,2,1,1
162585,1,0,,0
162593,2,0,,0
162601,2,0,,0
162603,2,0,,0
162607,4,0,,0
162608,6,0,,0
162615,6,0,,0
162616,6,0,,0
162620,2,0,,0
162626,2,0,,0
162628,2,0,,0
162658,1,0,,0
162674,2,6,0.29999999999999999,1
162677,2,0,,0
162683,2,2,1,1
162685,2,0,,0
162688,1,0,,0
162711,1,0,,0
162712,2,0,,0
162714,2,0,,0
162715,4,0,,0
162728,12,2,6,1
162730,2,0,,0
162735,4,0,,0
162738,1,0,,0
162743,2,0,,0
162747,1,0,,0
162751,2,0,,0
162752,10,2,5,1
162764,7,0,,0
162767,2,0,,0
162771,2,0,,0
162774,4,0,,0
162777,2,0,,0
162783,1,0,,0
162784,2,0,,0
162785,8,2,4,1
162796,4,0,,0
162798,6,0,,0
162803,4,0,,0
162804,2,0,,0
162805,2,2,1,1
162806,2,0,,0
162807,8,0,,0
162808,2,0,,0
162814,2,0,,0
162815,2,0,,0
162816,8,0,,0
162826,2,2,1,1
162832,2,0,,0
162838,2,2,1,1
162843,1,0,,0
162847,2,0,,0
162848,2,0,,0
162862,2,0,,0
162867,6,0,,0
162872,2,0,,0
162876,1,0,,0
162886,4,0,,0
162889,2,0,,0
162890,2,0,,0
162892,2,0,,0
162896,4,0,,0
162901,1,0,,0
162907,2,0,,0
162908,2,0,,0
162909,6,0,,0
162915,6,0,,0
162919,4,0,,0
162922,2,0,,0
162929,2,0,,0
162939,2,0,,0
162943,12,2,6,1
162945,2,0,,0
162958,4,2,2,1
162959,3,0,,0
162964,2,0,,0
162965,2,0,,0
162967,2,0,,0
162972,2,0,,0
162976,2,0,,0
162979,2,2,1,1
162981,2,0,,0
162986,1,0,,0
162996,14,0,,0
162997,4,0,,0
163005,2,4,0.5,1
163011,2,0,,0
163012,2,2,1,1
163019,2,0,,0
163020,2,0,,0
163021,4,0,,0
163027,14,0,,0
163030,2,0,,0
163034,4,0,,0
163035,1,0,,0
163036,2,0,,0
163037,2,0,,0
163040,1,0,,0
163045,3,0,,0
163053,2,0,,0
163060,2,0,,0
163062,1,0,,0
163064,2,0,,0
163067,4,0,,0
163071,4,0,,0
163072,2,0,,0
163074,4,0,,0
163076,4,0,,0
163083,4,0,,0
163084,1,0,,0
163086,1,0,,0
163096,2,0,,0
163100,4,0,,0
163102,2,2,1,1
163106,1,0,,0
163108,8,0,,0
163109,8,0,,0
163111,2,0,,0
163117,2,0,,0
163123,2,0,,0
163125,2,0,,0
163126,2,0,,0
163130,4,0,,0
163131,2,0,,0
163138,1,0,,0
163142,1,0,,0
163144,2,0,,0
163157,3,0,,0
163159,2,0,,0
163162,2,0,,0
163163,6,2,3,1
163169,2,0,,0
163171,2,0,,0
163176,2,0,,0
163186,2,2,1,1
163196,2,0,,0
163200,2,2,1,1
163204,2,0,,0
163206,1,0,,0
163209,1,1,1,1
163210,2,0,,0
163218,2,0,,0
163221,8,0,,0
163222,1,0,,0
163223,1,0,,0
163226,4,0,,0
163229,2,0,,0
163232,1,0,,0
163242,4,0,,0
163244,1,0,,0
163247,2,0,,0
163256,2,0,,0
163262,1,0,,0
163268,2,0,,0
163279,1,0,,0
163283,1,0,,0
163289,2,2,1,1
163292,2,0,,0
163306,4,0,,0
163315,2,0,,0
163330,2,0,,0
163331,2,0,,0
163333,2,0,,0
163337,2,0,,0
163342,6,0,,0
163356,2,0,,0
163364,4,2,2,1
163365,2,0,,0
163374,2,0,,0
163375,2,0,,0
163376,2,0,,0
163381,2,0,,0
163390,4,0,,0
163400,5,4,1.2,1
163401,4,0,,0
163404,2,0,,0
163412,2,4,0.5,1
163415,2,0,,0
163417,4,0,,0
163426,2,0,,0
163444,1,1,1,1
163448,1,6,0.20000000000000001,1
163449,2,0,,0
163451,2,0,,0
163455,2,2,1,1
163456,4,0,,0
163457,2,0,,0
163458,1,0,,0
163462,2,0,,0
163463,2,0,,0
163465,7,0,,0
163467,2,0,,0
163468,1,0,,0
163470,1,0,,0
163474,2,0,,0
163477,1,0,,0
163507,2,0,,0
163511,2,0,,0
163530,2,0,,0
163534,2,0,,0
163535,1,0,,0
163545,1,0,,0
163550,1,0,,0
163555,1,1,1,1
163563,1,1,1,1
163567,14,2,7,1
163568,5,0,,0
163569,14,2,7,1
163574,2,0,,0
163579,1,0,,0
163580,2,0,,0
163591,2,0,,0
163597,2,0,,0
163599,1,0,,0
163600,2,0,,0
163603,4,0,,0
163607,3,5,0.59999999999999998,1
163611,1,0,,0
163624,8,6,1.3,1
163625,1,0,,0
163628,2,0,,0
163630,3,3,1,1
163647,2,2,1,1
163648,1,0,,0
163649,1,0,,0
163651,4,0,,0
163657,2,0,,0
163665,4,0,,0
163672,4,0,,0
163687,4,0,,0
163696,6,0,,0
163714,20,6,3.2999999999999998,1
163715,2,0,,0
163716,2,0,,0
163717,1,0,,0
163718,1,0,,0
163721,1,2,0.5,1
163728,6,0,,0
163735,1,0,,0
163737,2,0,,0
163740,2,0,,0
163745,6,0,,0
163746,2,0,,0
163748,2,0,,0
163749,12,0,,0
163758,2,0,,0
163764,2,0,,0
163766,1,0,,0
163767,4,2,2,1
163772,2,0,,0
163775,2,0,,0
163779,2,2,1,1
163787,2,2,1,1
163795,2,0,,0
163798,1,0,,0
163800,2,0,,0
163818,2,2,1,1
163824,1,0,,0
163829,4,0,,0
163838,2,0,,0
163847,2,2,1,1
163852,1,0,,0
163855,2,0,,0
163859,1,0,,0
163860,2,0,,0
163873,2,0,,0
163885,4,0,,0
163886,6,6,1,1
163891,2,0,,0
163894,2,0,,0
163895,2,0,,0
163896,2,4,0.5,1
163897,1,1,1,1
163899,4,2,2,1
163902,3,0,,0
163920,2,0,,0
163926,2,0,,0
163937,2,0,,0
163938,3,0,,0
163939,4,2,2,1
163942,2,0,,0
163946,2,0,,0
163949,1,0,,0
163968,2,0,,0
163969,6,6,1,1
163975,2,0,,0
163980,15,0,,0
163983,3,0,,0
163985,2,0,,0
163992,4,0,,0
163994,2,0,,0
163995,3,3,1,1
164000,4,0,,0
164001,2,1,2,1
164002,2,0,,0
164007,1,1,1,1
164017,2,0,,0
164026,2,0,,0
164031,2,0,,0
164038,3,0,,0
164040,2,0,,0
164041,2,0,,0
164043,6,0,,0
164044,2,0,,0
164063,8,4,2,1
164067,4,0,,0
164070,2,0,,0
164074,2,0,,0
164088,2,0,,0
164091,2,1,2,1
164093,2,0,,0
164094,4,2,2,1
164098,1,0,,0
164101,2,0,,0
164105,4,0,,0
164107,1,1,1,1
164108,4,0,,0
164127,2,0,,0
164128,2,0,,0
164133,2,0,,0
164139,2,0,,0
164143,10,8,1.2,1
164146,4,0,,0
164147,20,6,3.2999999999999998,1
164150,20,6,3.2999999999999998,1
164152,20,6,3.2999999999999998,1
164162,4,0,,0
164163,6,0,,0
164193,1,2,0.5,1
164199,2,0,,0
164202,2,0,,0
164203,1,1,1,1
164205,1,0,,0
164206,2,0,,0
164212,2,0,,0
164215,2,0,,0
164219,4,0,,0
164221,6,0,,0
164222,2,2,1,1
164236,2,2,1,1
164238,1,0,,0
164241,4,0,,0
164242,4,0,,0
164258,6,0,,0
164261,4,0,,0
164263,2,0,,0
164265,4,0,,0
164268,2,2,1,1
164272,4,0,,0
